Abstract_ID,Cluster_Ward,Cluster_AGNES
KNAPP2017370,2,1
YANG2001167,1,1
MCDONALD201955,1,1
RUSCH2020107488,1,1
WANG2023101242,1,1
HANOCH20021,1,1
MATSUMOTO2022116521,2,1
ZHOU2025103462,3,1
KHOONG2024124091,2,1
KHAYUT2016135,2,1
9657230,4,1
XUE2024100156,1,1
JIN2025100348,2,1
6129960,2,1
ARNOLD2024e124,1,1
SCHOEN2025102018,5,1
KARVETSKI2022688,1,1
YUAN2025129490,2,1
LIU2024115,2,1
GOMEZTALAL2024108109,5,1
WEISSLER19991061,2,1
HOLSAPPLE2014130,2,1
CONSTABLE201760,2,1
BRYANT201034,2,1
ALOUPIS2015135,5,1
KOULADOUM2024200052,1,1
PENG20231143,5,1
AKANDA2025112329,5,1
ZHENG20034147,2,1
CHU20181,5,1
BOURGEADE2023105390,2,1
KHAYUT201493,2,1
LEHRER200039,1,1
SU2024121016,2,1
EBERBACH2007200,1,1
FURNHAM2025102637,1,1
CHUNG201356,5,1
MAHMOUD202263,1,1
SEOW2021436,1,1
JIANG2021106740,2,1
DIGLIO2023233,2,1
HUANG2022209,3,1
RUDD2025108517,1,1
SIGALA2018151,2,1
LI2024120,2,1
CHAIARWUT2025101338,2,1
RENNA2023104420,1,1
WORTMANN2017173,2,1
COTTAM2022104671,1,1
TETLOCK2003320,1,1
MIYATA2018370,1,1
MAHAJAN2022103942,2,1
BOUTTIER202259,1,1
MILLI2021104881,2,1
8494172,5,1
XIAO1996292,2,1
CHEN2022101380,2,1
SUTHAR2023122,5,1
MALINVERNI2021100305,5,1
IM2009193,5,1
MATSUBARA2025102610,2,1
MANSILHA2019190,1,1
CARAMIA2022100040,2,1
HALL198939,2,1
RITCHIE2012649,1,1
AARSMAN2024101704,1,1
LENG2024158,2,1
GOUTAUDIER2021113755,2,1
BARBOSA2025100864,2,1
RAVISHANKAR20211,2,1
KNIGHT20061084,1,1
MUST20167,5,1
CHANG201323,5,1
COSMIDES198951,1,1
ANGELAKI2009452,1,1
ALI20201425,1,1
KOMPALLI2016534,2,1
SAVIN2021106878,1,1
CHANDRA2018306,2,1
BUAH2021103269,5,1
SOUZA2025112323,2,1
VASQUEZ2019306,5,1
MEJIA201899,1,1
ZHANG2020259,2,1
MANNI2016260,2,1
NOEL2025126036,1,1
DEGELDER2021744,1,1
VOURLETSIS2022100069,4,1
BULLEN2022101933,1,1
SAMSONOVICH2022824,3,1
MUSSO2015267,1,1
JUNG201787,3,1
AIROLDI2024101864,1,1
VAEVER2005137,1,1
GOLDIN1998137,1,1
PETERS2022104903,1,1
PEZZULO2014647,1,1
HAN2014106,2,1
MA2017144,1,1
BULLEY20203457,5,1
MAJID2004108,1,1
LOWENSTEIN20191237,2,1
YIN2015655,1,1
MOGHADDAM2020112879,2,1
JOHNSON200033,1,1
FERGUSON20141885,1,1
CHEN2015818,1,1
SHIFLET20121753,2,1
BRAITHWAITE201640,1,1
TURHAN20075237,2,1
9588856,5,1
YAO2023109032,2,1
WU2020242,1,1
HEGG201856,1,1
CHENG2013267,2,1
GAO2022112486,2,1
VANHOOIJDONK2022101044,1,1
GARBOCZI2001455,1,1
GOBERT201581,5,1
HAGHGOO2024108332,2,1
SPEISER2012463,2,1
WANG2023101451,2,1
10487449,5,1
WANG20098093,2,1
CSIZMADIA2024108765,1,1
CHOGA202491,2,1
SIMONE2021103070,2,1
DURSTEWITZ2008739,1,1
AWAD2022388,2,1
LEVESQUE201427,2,1
PAL20133944,2,1
8363311,5,1
BARTOLOZZI2011163,1,1
5673382,1,1
EMER20252196,2,1
MILZ2016643,1,1
MILLER2016102,2,1
CHAUDHARI201687,1,1
KHAN2023110525,1,1
DEUTSCH2018156,2,1
XIE2022206,2,1
BOOKER2010411,5,1
CIMIER2025100092,1,1
ABEL2024114607,2,1
BARFAR2019173,1,1
MANLY200899,2,1
GEORGIEV20181,1,1
INGLIS2022104424,1,1
YANG2018182,2,1
MARCHETTI20121517,1,1
ZMIGROD202034,1,1
HAPPE2025112240,5,1
VANLAAR2025106259,2,1
MELHAM2013129,2,1
ERKELENS19982999,1,1
HUANG2019592,2,1
KIM201828,1,1
THOWYICK1998275,2,1
GROUT2014680,5,1
HONG2024422,2,1
CARROLL200049,5,1
YOUJUN2024101624,5,1
TANAKA201664,1,1
9637310,5,1
MAC201613,2,1
MERRITT2024103670,2,1
PROULX2005345,2,1
UPHOFF201489,2,1
LERON2014126,2,1
HYYTINEN2021e00254,2,1
WAHLHEIM2024,1,1
ZHANG2025115558,5,1
LAVALLEY2024108825,2,1
RUFFO2023100531,1,1
8753395,5,1
AGRAWAL2022101673,2,1
ZENDEHROUH2015112,1,1
OFFENHUBER2023264,1,1
FURTADO2024100086,2,1
XU2022101041,4,1
LIM202256,5,1
AUGIER2001307,1,1
HEMERY2024114432,2,1
LOPEZ2023104398,2,1
PTAK2017589,1,1
GRABOWSKI201921,2,1
ALGERAFI202461,5,1
POGGIO1981258,1,1
ALTUN2024e00312,2,1
DERREUMAUX2023105304,1,1
TAMILVENDAN2024469,2,1
BENEDETTI2022554,1,1
AISH2017144,5,1
BARBIAN2024122160,2,1
COONS2015126,1,1
KU201753,5,1
LABO2018185,2,1
KEREN2014400,5,1
JIN20241386,2,1
LOPEZ2015289,2,1
WOLFE197853,1,1
FERNANDEZLOPEZDEPABLO2022632,1,1
VIDENOVIK2024100616,5,1
ISRAEL2015263,5,1
WANG2024102579,2,1
GU2025105551,1,1
HORVATH2015161,5,1
KNYAZEV201817,1,1
GIRARD202297,1,1
ARSLAN2024340,1,1
MITCHELL20061194,2,1
LIU2024100129,2,1
YANG2022119585,1,1
OMORI19991157,1,1
VARNER2017170,2,1
LEE2024100211,3,1
PATT2024108888,1,1
MCDANIELS200333,1,1
JOHNSON1989319,2,1
LUCKRING2023100950,2,1
PAI201872,2,1
CAO2020118,2,1
GIRARD2005215,1,1
GROSSI2023104437,2,1
PETZSCHNER2017421,2,1
CEMPEL2013328,2,1
VIJAYALAKSHMI2022103179,2,1
DOWLING201949,2,1
NEDIC2019224,1,1
GU2024825,1,1
XU2024101574,5,1
GARDECKI2018138,2,1
SILER20244118,1,1
ARCHAMBAULT2024102865,2,1
DELGIUDICE201644,1,1
GILHOOLY2024100071,1,1
SAINI2010185,1,1
LI2017183,2,1
WOLTHUSEN2018178,1,1
FATH2005485,2,1
YANG2021110735,2,1
BERNALMANRIQUE202086,2,1
LIMASILVA2024109436,2,1
SUHERMAN2024101591,1,1
HANNA2025100705,2,1
AKBAR2023114290,2,1
ANGELI2020106185,5,1
VISWAN2023102808,2,1
ANASTAS2019145,2,1
ANZOLA201929,5,1
GLASSMEYER2021100873,5,1
ARJMANDI202350,5,1
MAO2022109671,2,1
MAMAT201311,2,1
FARAZI2024103661,2,1
MULATTI2023100040,2,1
BARRON1992245,2,1
SZYJEWSKI20203476,2,1
AGBO2024101458,5,1
KESBERG2021110458,1,1
ROSEN20211,5,1
KADANE1985256,1,1
RUSSWINKEL2011336,1,1
DIMARCO2020101290,1,1
LI2022296,1,1
BANCHHOR2025100194,1,1
GAO2022112672,2,1
EGIDI2020155,2,1
PAPAVLASOPOULOU2020105939,5,1
LI2018122,2,1
YI2023101423,2,1
MAROWKA2020199,2,1
GERSTENBERG2024924,1,1
SOSA2018157,1,1
QUAN20196515,2,1
LUCKRING2024100998,2,1
VALLEETOURANGEAU2020100812,1,1
CROSSLEY2024100865,5,1
KLATZMANN2025115372,1,1
DELGADO2019133,1,1
WANG2022799,2,1
ASHTIANI201618,2,1
KAZIMOGLU20121991,5,1
HOWLAND2015224,5,1
ZHANG2017123,2,1
BERTO2024101278,1,1
YUAN2025105174,5,1
HASUO2017404,2,1
CASTILLO2018165,5,1
TALANOV201641,1,1
YIN2024110392,2,1
SOBEL20101060,1,1
ZHU20207240,2,1
RUTTEN20211,2,1
FAGERLUND2022100511,5,1
BAHLS2015104,5,1
STAVERT2023432,2,1
CORREABAENA20181410,2,1
KASONGO2023113,2,1
CAUDEK2021317,1,1
MOSS2013611,1,1
GIORGI2024119928,1,1
OBIEKE2020373,1,1
KACERJA2023101035,5,1
MCCARTHY2019152,2,1
NA2023105139,1,1
KRIVY2023100057,2,1
KOPONEN202557,1,1
VARGASCARPINTERO2025120104,2,1
LAURENT2025,2,1
JONES2020100801,1,1
8405132,5,1
KONDINSKI20226397,2,1
YOUNG1987309,1,1
LEONIDOV2022112279,1,1
NENSA2025100014,3,1
LITTRELL2020109678,2,1
CLARKEMIDURA202368,2,1
8590099,5,1
SIGAYRET2022104505,5,1
CONG2025103131,2,1
LIU2024101910,2,1
MATSUDA2005275,2,1
SHAN201032,2,1
RAMAMURTHY20124247,2,1
DRAGGIOTIS1998157,2,1
EBELING2023120768,1,1
10496968,4,1
BOWLER2021104535,2,1
PAN2025125506,1,1
BEHARA2009195,2,1
KANAMORI2024103319,1,1
LEONARDI2018824,1,1
FURIA2007164,1,1
ALANZI201713,2,1
YUAN2023107911,2,1
SHAHID2019638,2,1
SAQIB2024105516,1,1
SREENATH1992121,2,1
ZHONG2016423,1,1
MARENDA20232152,2,1
XU2021102134,2,1
CAO2024101200,1,1
FAYEZ2023105905,2,1
GENT202336,2,1
SANDHU2025101728,2,1
DROSATOS2014170,2,1
BEYNON2008476,2,1
FALOMIR201931,1,1
DELEON2003507,1,1
LUND2012192,1,1
DEVIA2024101260,3,1
MEIRBEKOV2022101023,2,1
RIESENFELD20151054,2,1
WANG2024111131,2,1
KINNEAR2024101190,5,1
ANANE2023104782,2,1
SMITH1990121,5,1
ABEYSEKERA2024100213,5,1
BERZ1990473,2,1
ROBINSON20231189,1,1
STEVENS2022108887,2,1
SILVIS2022100491,5,1
WISTEN199777,2,1
LI2023297,2,1
AMADORHIDALGO2021103694,1,1
COLTHER2024100625,3,1
GOVIL2022103125,5,1
LEVINSON2012167,1,1
GHASEMI2024100694,1,1
VALENTI2025978,1,1
KOICHU2015233,1,1
GOTHAM2016705,1,1
GARBEY1990293,2,1
ZAKI2024100188,2,1
CAO2024101244,1,1
MARTINNUNEZ2023100128,3,1
HUANG2012250,5,1
BADIA2024101049,1,1
DUENASSANTANA2025105621,2,1
GIPPERT199015,2,1
AYDOGAN2018100,1,1
COWLEY2021101364,1,1
LI2024127497,2,1
YIM2024100321,3,1
KIM2017134,1,1
TRNKOVA2019106900,2,1
IOAKIMIDIS2017280,2,1
SHUKLA2024e31397,3,1
DECLEEN2025115192,1,1
9741843,5,1
CARPENTER1992457,5,1
FRANTZ2003265,1,1
KITA202021,5,1
ACAR2006993,1,1
10541025,5,1
ZHOU2025112831,2,1
DAVID2019646,5,1
CAMARENA2020122574,2,1
RUTER2000519,2,1
SEN2021100931,5,1
MATTILA2025237,2,1
CHEVRETTE20212024,2,1
SELESNICK2012115,1,1
DIESTER20242265,1,1
BALL2024,2,1
REN201310351,2,1
HIPOLITO2017432,1,1
YUZGEC2025113169,1,1
ZHOU2025121668,2,1
BORREGO2024101948,2,1
BARRETO20114206,2,1
SIMPSON2017166,5,1
IWENDI20225016,2,1
TRAUTTEUR2007106,1,1
CHAFEE2022R346,1,1
HOGENDOORN2022128,1,1
JU2022101062,5,1
NI2011100,5,1
LI2021711,2,1
MORRIS2015,1,1
WOJTAK2023101148,5,1
WOODWARD2006631,5,1
FRY2010218,2,1
OXMAN200463,2,1
SHAPIRO2007807,2,1
9583648,5,1
GOLIGHER20241067,2,1
SMITH2020108208,1,1
GUPTA19941,2,1
RAM2022100232,2,1
ALONSO20092683,2,1
YON2021R1026,2,1
TAYLOR201999,5,1
KAUFFMAN1999256,2,1
GIOT2013788,2,1
KASHEFI20125534,1,1
GAGNE201889,1,1
TUPPURAINEN2024108835,2,1
LARSON201129,5,1
GARIRA2023122,2,1
REGIER2019235,1,1
BAI2011364,1,1
GALDO2022101508,2,1
7344415,5,1
DEVISSCHER2021105317,2,1
BOLANOS201926,2,1
WORBOYS199885,1,1
KOUTAMANIS199340,1,1
GUPTA19971,2,1
NEWMAN2024101778,2,1
LIN2024,2,1
RAJ2021474,2,1
SCHNEIDER2012475,5,1
ANDERSON2023102027,5,1
GOLTSOS2022397,2,1
NYSTROM201077,1,1
ATANASIU2023e20698,1,1
CHEN2014740,2,1
GOLDSTONE2005424,2,1
KHAN2024501,2,1
FUNK2015163,5,1
IKENMEYER2022106243,1,1
SIMMONS2012311,1,1
FRERICHS2018135,2,1
PANESCU2013375,1,1
DEICHMANN2024105260,1,1
SCHORR2000209,5,1
WANG2025100556,1,1
SCHLAUCH2025100704,2,1
DISTEFANO2025101726,1,1
MENDOZA2019831,2,1
BLOSS2016,1,1
ALKABI202368,3,1
HU202381,5,1
RODRIGUEZ2022104446,5,1
BAGGIO2020100005,1,1
SANGAIAH2020347,2,1
HU2022116276,2,1
YONG2023e13529,2,1
PRATO201888,2,1
MEIER2024S91,2,1
DWYER20111021,5,1
SHYJA2023100465,2,1
MACCORMAC1984207,1,1
NAARANOJA2015611,2,1
LAZARO2021111384,2,1
MURRAY2018777,1,1
BENDER2024156,1,1
CHARPENTIER20163365,2,1
ASGARI20251631,2,1
BELLEMAREPEPIN2022105103,1,1
CHI2024117852,3,1
BUI1997575,1,1
BONHAGE2016203,1,1
KLIGER20217,2,1
BERNARD20153982,1,1
SPEISER2011271,2,1
MASON2020103898,5,1
LEITEFILHO2024100381,1,1
ALIABADI2000243,2,1
BOSSAERTS2024100906,2,1
MCMILLAN2024101154,5,1
KULIK20242338,1,1
HERTZ2025105993,1,1
HABTEMARIAM1990653,2,1
RINO2024102366,1,1
KALBANDE2023138474,2,1
ZHOU2025106971,2,1
KEBEDE2024131461,2,1
GRIFFITHS201521,1,1
LI2025125605,2,1
PENG2024100093,1,1
KALPOKIENE2023102197,1,1
LAUTENBACHER2024129583,1,1
LAI2023101343,2,1
KU2021114105,2,1
YANG2013855,5,1
TAKEUCHI2017258,1,1
WENZLAFF200127,1,1
SMITH2017274,2,1
BERGER2016337,1,1
GONZALEZRODRIGUEZ201827,1,1
AKRAMI20124,1,1
WANDELL2017298,1,1
GOTTS2019100728,5,1
KURTHNELSON2023454,1,1
DAVIS2024,2,1
YANG202075,2,1
COONEY1992237,1,1
WATANOBE2014417,1,1
ACKERMAN2017607,1,1
EDELMAN2007253,1,1
ROYCHOWDHURY2004105,2,1
STAMMITTI2013e58,2,1
DEKKER2017554,1,1
GUR2015207,1,1
SCHMALZL20031021,2,1
9213068,4,1
ADAMO2024109162,2,1
THEOFILIDIS2024219,1,1
SAEED2022122012,2,1
CRONIN2022100213,2,1
ALLGOWER2019147,2,1
TAKANO201922,1,1
PRABATHA2021116304,2,1
WU20112788,2,1
ANDROUTSOPOULOS2023141,5,1
SCHIFFMAN20041079,2,1
KIM2021188548,2,1
HOU2025141,2,1
FILVA2019673,2,1
GUTIERREZBELTRAN2025103198,5,1
KEELEY2020194,1,1
JOKONYA20141533,2,1
MIRZAEI2021102839,2,1
WANG2007254,2,1
9526726,5,1
GRINBERGROSENBAUM20253943,2,1
MOUTOUSSIS20212025,1,1
KARUNATHILAKE2019558,2,1
LEE2025100890,2,1
BRIER201792,1,1
DEPAULA201839,4,1
XIE2024,1,1
HAO2024102662,2,1
SEEMAN202211461,2,1
YECKEL19971379,2,1
AGUIRRE2011305,1,1
GROSBERG2009359,2,1
ASHTIANI201549,2,1
MUEHLENSIEPEN2022,2,1
NKONGOLO2022182,1,1
DUANKHAN2024123734,2,1
LORIMER2009152,5,1
ANANDHI201741,2,1
VAR2025e41447,1,1
LEAHY2019102422,5,1
BONANI2025100709,5,1
VIGNONCLEMENTEL20103,2,1
CHEN2022105882,1,1
LLOYD2019167,2,1
GOMEZMARTINEZ2025129806,1,1
ZHAO2015194,5,1
RADU2023100008,5,1
IGAMBERDIEV2024105346,5,1
KONG2020103872,5,1
BHOOSHAN2017115,2,1
ESSEX2018554,2,1
FARHADINIA2016135,2,1
COWARD2014164,1,1
FITZPATRICK2020101942,1,1
GANO201556,2,1
MEDINAVIDAL2023101937,5,1
DOSSOU2021476,2,1
LI2024e40037,3,1
KIRSCHNER2017135,2,1
SCHULTZ2010174,2,1
SHINOHARA2024249,2,1
TRAYVICK2024116109,1,1
LEBERRE2022103122,2,1
DOERR2000431,5,1
SATTARI2021104981,2,1
RUSSELL2018114,2,1
ARBELAEZOSSA2023102458,3,1
JOSHI2018740,1,1
LI2024141569,5,1
FISCHLER1987257,2,1
CRAIG2018300,1,1
CHENG2023104794,5,1
LUOMALA2025378,3,1
OLTETEANU201615,1,1
ROWE2021106707,1,1
KLIMOVA20171,5,1
PAPAVLASOPOULOU201850,5,1
BENVENUTI2023107903,5,1
DIX201013,1,1
AMADEI2020120149,2,1
KELLOGG2023255,2,1
LI20103574,2,1
BECK2024545,2,1
DYER2021101055,2,1
RABB2019891,1,1
SHEKHAR2024820,2,1
LIU2022102936,2,1
WHALLEY2001743,2,1
FORD200437,1,1
BARR2015473,1,1
KIM2025,2,1
LOCKWOOD2019100688,5,1
RIZZI19871,2,1
YANG2024102469,2,1
JUDD1997907,1,1
FEHER201498,2,1
SCHAFER2020100360,1,1
YU2023114721,2,1
DIETRICH2008319,1,1
MUNEEPEERAKUL2012123,1,1
BARKELA2024100463,2,1
SKOLICKI2008801,2,1
ROLLWAGE2019820,1,1
WANG2023170277,2,1
PINEDA2024101204,5,1
LIGABO2023102155,1,1
INIGUEZLOMELI2024105106,2,1
AQDA2011260,5,1
PHAN2024,2,1
LI202261,2,1
GHABOUSSI201275,2,1
HSU2018296,4,1
RAJPAL2022119624,1,1
6883021,2,1
ESCOLAGASCON2022e11303,1,1
ROLLS2024102636,1,1
ROMANATO2000277,2,1
CANDLER201537,2,1
DSOUZA2021100949,5,1
MAYER2017107,2,1
HE2025110716,2,1
BROOMHALL201756,2,1
CAVAZZA2014422,1,1
XU201766,1,1
WANG1996579,2,1
ALLSOP201930,4,1
DALLACHIARA201894,2,1
ZHANG2023101314,4,1
MILLER200021,1,1
SEPULVEDA2025,1,1
HOZ2024e40032,5,1
MCGOWEN2013527,1,1
JARRAHI2018577,3,1
NIKOLIC2023107820,2,1
MALTHOUSE2022104937,1,1
RUNNELS201563,2,1
POHJONEN2018244,2,1
SU2024108233,5,1
DOOLITTLE2019889,1,1
RABELLOMESTRE2025101775,5,1
ROLLS2007962,1,1
BARTH2009441,1,1
XIA2023100730,1,1
FEIZABADI2024103461,2,1
BERS2023394,5,1
BILLINGE20243714,2,1
SOTELOMONGE2021869,2,1
NEWHALL2025105044,5,1
LISSACK2019327,1,1
MCINTOSH1988213,2,1
PRADNYANA2025100307,2,1
MOTOMURA20103,1,1
BLACKMAN2022101661,2,1
SHU2025117791,2,1
WEISSMAN2011516,2,1
9645630,5,1
RUPNOW2024101173,1,1
ESTRELLA20221,5,1
LI2024108089,1,1
LU2025,2,1
CHATRABHUJ2024101045,2,1
GRAHN2020105717,1,1
WILKINS202440,3,1
CREELY2025101727,3,1
MARSIK2021108,1,1
MARINMARIN2024e29177,5,1
METTA2024103193,2,1
PREISIG201259,2,1
CHANG2023100529,1,1
SUN2019104141,2,1
TOWERS201025,5,1
DEGRAAF2006181,1,1
WOOD199740,1,1
MEY1988743,1,1
HALPERN2015246,1,1
SCHERER2020106349,2,1
SRIDHAR2022113207,2,1
FAGHIHI201538,2,1
PEPONI2022103754,2,1
YANG2024111470,2,1
YUAN202317,2,1
WANG20152603,2,1
SKOWRON20115939,2,1
COTTAM2024105343,3,1
MELKIKH2023104926,2,1
FESTA2024,2,1
TRAN2019284,2,1
IONESCU2014275,1,1
GE2025100537,2,1
BILBAO2021e06135,5,1
SWARTZ2004773,2,1
BURGESS2011427,1,1
MONROE2020293,1,1
TIEJUN2021120322,5,1
ZAVOLEAS2021100048,1,1
CHEN2024147,2,1
ABDUSSAMI2023103094,2,1
LASPIDOU2020137264,2,1
TSARAVA2022104425,4,1
FANG2025101300,2,1
WANG2022102240,1,1
THEOFILIDIS2024219,1,1
LONGIN2022103280,1,1
OBYRNE2022820,2,1
HUBERMAN19981169,2,1
VIJAYALAKSHMI20222382,2,1
WANG2025100834,3,1
AMMAR2024100839,5,1
MATSUMURA2023100689,5,1
YANG201616,2,1
COMPANY2016108,2,1
SUJAN2023105994,1,1
SCHNASE2017198,2,1
BELVEDERE201218,2,1
WEN2024105043,2,1
ZILCHAMANO2025100478,1,1
ROCHAJUNIOR2022984,1,1
CARUSO1996135,1,1
OMRAN2022114806,2,1
GROSS20173,2,1
QAMMAR2023e16230,2,1
8433520,5,1
GARCIACAIRASCO2021107930,1,1
ABRAHAM2008106,1,1
FRISTON2014148,1,1
HOLZER20163,2,1
FARRELL20175597,2,1
CHAPLESKI2020101435,2,1
FISCHER199721,1,1
RIETMAN2003249,1,1
FATTAHITABASI20221151,2,1
CASTILLOFELISOLA2023108748,1,1
TIBURU201836,2,1
DENEYS20081248,1,1
ARS2021102805,2,1
NOORIGOODARZI2023105449,2,1
LOU2022100247,2,1
TURKSON2020110464,2,1
DOHERTYSNEDDON2013616,2,1
ZHANG2024127373,2,1
BELLAOUAR2021106654,2,1
ZHANG2021100861,5,1
9225879,5,1
PLOOG2024100653,5,1
WANG201837,1,1
HAN2020106264,1,1
LIU2017168,2,1
NEWCOMBE2024101166,1,1
WIDDICKS2024101092,2,1
ZHAO2021270,2,1
LIU2024122986,2,1
OSEIBRYSON20121156,2,1
GRIFFIN1977127,2,1
KORN2023102578,2,1
STORLIE20091735,2,1
ALQARALLEH20223913,2,1
694219,2,1
STEVENS2020116990,1,1
CAO2024102160,2,1
VAHDANJOO2025101287,2,1
SPREVAK2010260,1,1
WANG201715,2,1
SUYOTO2015328,2,1
SHARMA2022132755,2,1
IP2024111435,2,1
VARMA2024101673,1,1
AYERS201861,1,1
SU2022100049,3,1
YAMANE2021102520,1,1
CHATURVEDI2005694,2,1
DAVEY2012e139,5,1
YANG2023101218,4,1
9853800,5,1
CHAUHAN2023107757,1,1
ROBLEDOCASTRO2023105738,5,1
LANG2017298,2,1
MITTAL2023105092,2,1
KRUIJVER2022102748,1,1
GUNNING2021169,1,1
YU2024107998,2,1
RIBEIRO2011639,2,1
HOFFMANN19981,2,1
ZHANG20162579,2,1
JAHANIFAR2024103132,1,1
6268116,5,1
KWIATKOWSKA201335,1,1
HUANG2025134690,2,1
KATONA2023115228,2,1
CHEN20071153,2,1
LU2024,2,1
BEHESHTIANARDEKANI1988183,1,1
CUI2024101074,3,1
RANGEL2012970,1,1
10159750,5,1
KORKMAZ2017558,5,1
EDGCUMBE2024e36078,1,1
CHEN199799,2,1
KARSTEN2020104512,2,1
GARDNER201854,2,1
ZILLES20101072,1,1
WINTER20181,5,1
LI20221,2,1
ANAZKHAN2023,2,1
IGNATOWSKI2014264,2,1
ERA2021105070,1,1
AKPOLAT2025,2,1
SCHREIBER20142544,1,1
JIA2024101456,2,1
POLHILL2023103121,1,1
MIENYE2025181,2,1
PALKOVICS2016144,1,1
JOHNSTON2003325,1,1
WASKAN2003259,1,1
FOELLMI2019103136,1,1
HAMALAINEN2024100050,1,1
RASTEIRO2009e9,5,1
LAI202333,1,1
FITRIANI2023e14769,5,1
FARHAT199435,2,1
CHERNYSHOV20117408,2,1
MARIA2007695,1,1
SINGH2023103044,2,1
WESTERA201732,5,1
SCHWABER1993126,1,1
AKCAOGLU201472,5,1
DUENASSANTANA2024141751,2,1
CHEN1998541,2,1
MAHOWALD2024517,1,1
SELOTE2025108302,2,1
ZHUANG2024e29830,1,1
RUAN2022103133,1,1
MCKOWN2004597,5,1
KELLEY2011228,1,1
MAJZOUB20231011,2,1
MARUYAMA1987437,1,1
DIPAOLA2014212,5,1
BASOV2020101433,1,1
9684795,5,1
EDELMANN20181,1,1
JIANG2023119343,1,1
DOU2021103147,2,1
MUNUZURI202264,2,1
THEODOROPOULOS2022100525,5,1
BORGIANNI2015388,2,1
TURNER2018782,2,1
LIENERT1996845,1,1
HADAR2019100585,4,1
LIU20111907,5,1
SUN2001241,1,1
KUZNETSOV20206378,2,1
BOYCE2004565,2,1
MUKHERJEE2025111865,1,1
YU2025101303,3,1
AHMADI2022101232,2,1
LOURIDAS1999517,2,1
NIKIFORIDOU2010795,5,1
GUO2015252,1,1
9155698,5,1
CYSEWSKI201623,2,1
BUTLER2021170,2,1
SINGH2024483,2,1
MIRA2009793,1,1
SAMUELSSON2023100173,5,1
9569311,5,1
XIONG2020180,2,1
PAULIUK2022130997,1,1
HUANGHUANG2023315,5,1
SKOWRON2025122078,2,1
JI2023126734,2,1
WOLFENGAGEN2016306,1,1
CHERNYSHOV2004535,2,1
9071265,5,1
MARTIN2018105,2,1
LEAVY2011235,2,1
BROER2022115131,2,1
CRISTOFARO2020344,2,1
NAGURNEY19981467,2,1
YANG2024234071,2,1
NGUYEN2022108381,2,1
LEIVANT198651,1,1
YOUSIF201880,2,1
ROMAN1992161,5,1
BANKER2022104617,1,1
WHITACRE201747,1,1
FAHIMI2024,2,1
GOLTZ2021103417,1,1
FUKAI2021145,2,1
MANSON201055,2,1
POURFOULADI2025107722,2,1
PENNOCK2018146,1,1
SALEEM2024100124,5,1
WANG2024104619,5,1
ZOHDI20073927,2,1
LISANA2025100896,2,1
REDKO202371,1,1
FAELENS2021106510,1,1
MOHAMED2023108104,2,1
HUNT2019100707,5,1
WANG2021102528,2,1
OMIZO2020102578,2,1
AMBUJ2025110119,2,1
NING2016504,2,1
GHAVANLOO20231,2,1
ALPUENTE20153,1,1
RECANATINI20208653,2,1
YANG2024112150,2,1
SHIPLEY201948,1,1
JIANG2023102217,2,1
DAEMS2019101110,2,1
DEPASQUALE2023631,2,1
OLIVIER2024103956,1,1
ALTARABICHI2023118528,2,1
REGIER201440,1,1
SCURO2024105450,2,1
DALLACHIARA201669,2,1
DECAROLIS2011145,2,1
WILKIE2024101121,5,1
PELOROSSO2020101867,2,1
LOWRIE20112244,5,1
GIGERENZER2004587,5,1
BLAU2020100722,5,1
LIN2024101450,1,1
GRAGERT199711,2,1
EBITZ20213055,1,1
GREGOR19981481,2,1
RASMUSSEN2007195,5,1
MAASDORP2025102610,1,1
EDELSON2021100986,2,1
NEDYALKOVA20249,2,1
GOLDMAN2025104323,2,1
COON1995787,2,1
WALLENTIN2017165,2,1
NOST202223,2,1
ADAMOVIC2024100604,5,1
ALI2024101172,2,1
LI2023103984,2,1
LAMBERT202132,2,1
GALLISTEL201266,1,1
VASEY2025113719,2,1
HUANG201727,2,1
MARKOVSKY202142,2,1
LI2025100894,1,1
BICAKCI20222467,2,1
SCHAEFER198897,1,1
TANG2020103798,4,1
KOKIS200226,1,1
TAMM2016251,5,1
MENG2025105053,1,1
SIMS202226,1,1
8995162,4,1
ZHANG2024100667,5,1
AKBAR2025111281,2,1
CHARLES20243693,1,1
MELNIKOFF2018280,1,1
LAWSON2013284,1,1
FABOLUDE2025100246,2,1
ERVIN201612,2,1
FIELDS2025256,1,1
KANWISHER2025102969,1,1
8853613,5,1
STOLPE2024100159,3,1
BERRUTO2024858,2,1
LI2025100338,5,1
PILLAY2024113656,1,4
FAN2025126317,2,1
FANOUS2023105658,2,1
MOGLIA2017173,2,1
OITAVEM2011661,1,1
ZHU2024100138,5,1
WANG2025101729,4,1
NORTON2006600,2,1
ISMAILOVA2021332,2,1
YENI2024100696,4,1
FU2022107,1,1
DELLACORTE2016209,2,1
LEE2019325,2,1
ROSSITER20083713,2,1
ZHOU202363,2,1
BACHMANN2020102937,1,1
8363437,5,1
MAKKAR2019381,2,1
TRUBA2024101496,5,1
WOLFENGAGEN20229,2,1
HULME2017345,2,1
FITRIANTO2016249,2,1
ULEMAN2024115741,2,1
YU2025110799,2,1
XU2025121541,1,1
MEHMOOD2023100122,2,1
CHOI2023100069,2,1
LIU2024108212,5,1
GREENE2010230,5,1
CANIZARES2024100020,2,1
